RevId,firstname,helpfulVotes,totalVotes,RevText,rating,RevTitle,Unix.RevTime,month,year,Category,gender,genderprobability,female,male,helpfulnessT,reviewwords,titlewords
A3UN2F5Z4P5V6E,brad,0,3,"Give me a brake FORD, 4.6 L, 5.4 L and 6.4 L Plugs are great money makers, If you own one you have my condolences.",3,9/16 spark plugs,1390003200,1,2014,Home and Tools,male,0.99,0,1,0,25,3
A22UJBAV47DMTG,chad,0,1,"I purchased two of these fans because of the impressive CFM capabilities listed.  My intent was to use them in a room I was building that would allow me to smoke cigars without leaving behind a lot of odor.  After installing these fans two things were evident: first is that they are really powerful.  If what you want is to move a lot of air quickly, these will work.  But the second thing I noticed (couldn&#8217;t help but notice actually) was that 6.5 sones is loud.  I don&#8217;t understand the way sones work or how they are calculated.  I don&#8217;t know if having two 6.5 sone fans means that my room was filled with 13 sones of noise or not . . . but I do know that these two fans were so loud that I would have been reluctant to use them anytime I wanted to have a conversation or watch something on TV.I sent both fans back and purchased the Panasonic WhisperCeiling 290 CFM fans instead.  Those fans are less powerful in terms of CFM, but compared to this Broan model, they really are quiet.",2,Powerful and Loud,1390262400,1,2014,Home and Tools,male,1,0,1,0,187,3
A21OB12YU1A5M9,dave,0,1,"This set is cheap.  That is good and bad.  You get way you pay for.  Nothing has failed, so I am not complaining.  It was perfect for me as I only use them very sporadically.  Professionals need to look elsewhere.",3,OK,1388620800,1,2014,Home and Tools,male,1,0,1,0,40,1
A1RHB8JN6SGXH7,dave,0,1,Looks great.  Works good.  Too bad the plumbing stores in the area did not have the color we needed.  Thanks,3,Its ok.  Cost way too much,1390867200,1,2014,Home and Tools,male,1,0,1,0,20,6
A212GUWMUFNKWO,eric,0,1,I think the tool I got for the money was a great deal.  I have used it the Times and it does a great job. I got it cheaper than I could find anywhere Elsa,5,elsa,1390262400,1,2014,Home and Tools,male,1,0,1,0,35,1
A2XQBDXZH0O03J,gary,0,1,If you have the proper clearance to slide this under your door this is one of the best theft devices you can buy. Not only can the intruder NOT slide the door open but you also get alerted. My advice would be to make sure it won't slide when the door opens and make sure you place this at the end of your door. I glued a piece of very gritty sanding pad to the bottom of mine so it wouldn't slid with the door. You know this little thing can save alot of grief and expense if you use it every night and make sure it doesn't slide. I tested mine to make sure it works and so should you.,5,"""BEST""",1390867200,1,2014,Home and Tools,male,1,0,1,0,121,1
A19A2R4KCRWAAL,gary,0,1,Just a paint scrapper. It works. It is just a filler item to get free shipping for me. It is a good cheap product that you will use at some time.,5,It is What it is.,1389830400,1,2014,Home and Tools,male,1,0,1,0,31,5
A3Q8JDZE83QLC0,gary,0,1,I havent tryed it yet . The bad thing is  that its not clear like it shows. I didn't bother to return it.,3,Hope it works,1388966400,1,2014,Home and Tools,male,1,0,1,0,23,3
A2XCSBF3OVTLC7,john,0,1,"Used 4 to tie down my classic car while trailering. Worked better than the Uhal strap, which I would never trust alone.",5,Great Strap,1390435200,1,2014,Home and Tools,male,0.99,0,1,0,22,2
A1NGCJLVG37ELI,john,0,1,Works perfectly cuts easily and sticks to wall regester using only one magnetic pad wouldRecommend for light duty apapplications,5,works,1389052800,1,2014,Home and Tools,male,0.99,0,1,0,19,1
A22QTA5OKFPFOR,john,0,1,"I like these drills, with the collet set up, and the pilot ability, but when I used them for the first time, on a precision application, I found the drills to be bent, as they wobbled, or not set in the collet properly, I havn;t had time to determine which it is yet, I suapect bent drills.",3,OK But!,1390262400,1,2014,Home and Tools,male,0.99,0,1,0,57,2
AIY1FNVJTW2VP,jose,0,1,"I lost my money, the drill bit is not aligned with the hex shank, so the hole is imprecise, useless!",1,The drill bit is curved,1389744000,1,2014,Home and Tools,male,0.99,0,1,0,20,5
A34H0X9ISRGXNT,jose,0,3,I DONT LIKE IT VERY MUCH BECAUSE IT CAUSE A BAD NOISE. BESIDES IT DOES NOT WORK WITH PRECISION AS DESCRIBED.,3,TO USE,1390780800,1,2014,Home and Tools,male,0.99,0,1,0,21,2
A34H0X9ISRGXNT,jose,0,2,"THIS TOOLS RESULTED EXCELENT, EASY TO USE IN THE DREMEL TOOL.I HAVE TO GET SOME MORE OF THIS TOOL.",5,EXCELLENT,1390780800,1,2014,Home and Tools,male,0.99,0,1,0,19,1
AMNTZU1YQN1TH,kurt,0,1,"I had the sprocket break when the cable went so I decided to try to fix the opener myself. This was exactly what I needed. Took a good hour to disassemble and install these parts and in the end, I trashed the whole thing when I installed the cable system wrong, but the 10 seconds my garage door opener ran before my new parts got destroyed they performed admirably. In the end I tossed the whole opener in the dumpster, bought an new one for 99.00, and installed it using my tragedy with the past one as a learning tool. Now life is good and my wife's car is nice and warm in the garage (while mine sits in the driveway freezing.....oh well).",5,Great Price and Perfect Replacement for my old Liftmaster,1389139200,1,2014,Home and Tools,male,1,0,1,0,123,9
AX5P90CQEW1J5,luis,0,1,"fellows,my old one accepted maintenance, pieces can be taken apart and cleanI hope this one does not need cleaning or be replaced when needed as stated on warranty.bst rgdsluis garcia posada",4,report on waterpik showerhead SM 2UC,1389225600,1,2014,Home and Tools,male,1,0,1,0,31,6
A1UP5CIELABXA7,marc,0,1,SO FAR THESE HAVE WORKED WELL. I'VE BOUGHT A SET AND A COUPLE OF INDIVIDUAL BITS. THEY'RE DURABLE AND WORK WELL WITH THE DEWALT BIT SYSTEM.,4,WORKS,1390003200,1,2014,Home and Tools,male,1,0,1,0,26,1
A2SP7L565MSDMH,mark,0,1,"This shower head looks nice and has a good warranty.  I ran into the same issue as others and that is its very hard to get the extension arm to stay in place.  I had to use some channel locks, which of course even being cautious scratched the finish when tightening enough to keep the head in place.  It does put out a lot of water.",3,You get what you pay for...,1389225600,1,2014,Home and Tools,male,1,0,1,0,66,6
A1L4U2SOYM4QTS,mark,0,1,"Good quality, and small size make this useful.Purchased as gift. Easy to store and move.I Recommend it highly.",5,Essential,1389744000,1,2014,Home and Tools,male,1,0,1,0,18,1
A6RY3LMOPRKBR,mark,0,1,This stays on my Powermatic 66 for about 95% of the time.  It does everything well.  It is not the perfect rip blade or perfect cross cut blade and certainly not the perfect plywood blade BUT I strongly believe it to be - BY FAR - the best all around blade I have ever used.  It does all of those tasks better than some other brands' job specific blades.  This baby is a workhorse and my advice is to buy iy - don't even think twice about the price.,5,My go to blade,1390867200,1,2014,Home and Tools,male,1,0,1,0,89,4
A6RY3LMOPRKBR,mark,0,1,"This is a nice size, cuts clean and quick.  The file has a good feel and I have had no problems with it at all.",5,works fine,1390867200,1,2014,Home and Tools,male,1,0,1,0,25,2
ANRMAWPHVUGZG,matt,0,1,This bulb is much better than the Sylvania one it replaced. It sure does the trick and does not flicker.,5,Bright,1389139200,1,2014,Home and Tools,male,1,0,1,0,20,1
A2XPALJYG0GLEV,mike,0,1,Don't waste your money on this.  The hose is tiny and there's barely any suction!  So much money spent on something that hardly works.,1,No suction,1389398400,1,2014,Home and Tools,male,1,0,1,0,24,2
AHR465JLM4G07,mike,0,1,not a good buy not made for punching holes in leather to weak and punch setup not to good need more power,1,punch,1390521600,1,2014,Home and Tools,male,1,0,1,0,22,1
A141GAQ9PI372L,nick,0,2,"This was a christmas present from my mom and i got happy to open it seemed like no damage to the box or the item its self and well i put it together with no instructions on how to good thing my brother already had one so i knew how to already and i plugged it in and turned it on guess what nothing happens not even a noise its like i didnt even plug it in now my mom wasted her money and something i wanted and now i feel really bad thank you for a non working item LumiSource, Inc really apreciate it.",1,WHY,1389225600,1,2014,Home and Tools,male,0.99,0,1,0,105,1
A144GRVI0BQOSZ,paul,0,2,"the tool looks good and I think it will do what I want it to. However, I have not used it yet. Therefore' I can't give it a fair rating yet.",3,Looks good,1390003200,1,2014,Home and Tools,male,1,0,1,0,31,2
A214DWJ8HJCICW,paul,0,1,Milwaukee tool bag products are made with good quality material to hold up to your expectations in the ruffest conditions.,5,Milwaukee tool bags,1390348800,1,2014,Home and Tools,male,1,0,1,0,20,3
A2ZYEJTUAN7DFH,paul,0,1,I bought these for on-hand replacements so I have not tested them yet . . . which is why the average rating. Good price and they arrived on time and in good condition.,3,"Not tested yet, but good price",1390348800,1,2014,Home and Tools,male,1,0,1,0,33,6
AFOQIN5H9R507,ryan,0,1,"Got 2 sets of these to throw in a drawer, to have less issues with forgetting where I left a screwdriver. Works great, and cheap enough to have a few spares around.",5,"Cheap, sturdy screwdrivers",1389398400,1,2014,Home and Tools,male,0.99,0,1,0,32,3
AUB7E8DDQFHL5,sean,0,1,"Nice sander, feels good. No complaints other than the bad is a little silly and fills up extremely quick. Didnt know why i would ever want to adjust speed so I saved a few bucks and got this one over the variable speed DeWALT.",4,Nice Sander,1390780800,1,2014,Home and Tools,male,1,0,1,0,44,2
AUWTU8FHMP1GH,sean,0,1,Disposable insulated gloves for work that didn't work. The glove did not have an elastic cuff therefore kept sliding off.,4,Work gloved didn't work,1389225600,1,2014,Home and Tools,male,1,0,1,0,20,4
A2GWTPDSOB503X,wade,0,1,"This thing could be 5x better than a Dietz, but that's not what I ordered. (And it isn't. It's cheap.)",1,You will not be receiving a Dietz lantern,1391040000,1,2014,Home and Tools,male,1,0,1,0,20,8
A1LZFZY0FUA6I2,aaron,0,1,When your local lumber yards and hardwares don't have the components you need get them here.  i am Very satisfied.,5,Great product,1388620800,1,2014,Home and Tools,male,1,0,1,0,20,2
A3MRTII1OLQ16P,allan,0,1,"If he doesnt wake up he's dead. Its that simple, these are strong and work well, easy to use and exactly as advertised.",5,If he doesnt Wake Up,1388880000,1,2014,Home and Tools,male,1,0,1,0,23,5
A2WNKRBG29G55A,brett,0,1,"This product arrived very quickly, but the packaging looked like something a dvd or book would come in.  The switch itself is not covered by its own plastic and punctured through the cardboard packaging - meaning, it was completely exposed.  It was dirty and scraped.  I haven't tried it, but the packaging alone will prevent me from ever ordering from this seller again.",2,"Quick shipping, but pathetic packaging",1391040000,1,2014,Home and Tools,male,0.99,0,1,0,63,5
AOIETYT8U4OGR,brian,0,1,"other than the missing toilet handle, it's a nice product. buy two 18&#34; towel bars instead, since there isn't a lot of clearance for two thick towels to hang.",2,ad said a matching toilet handle was included. it wasn't.,1390089600,1,2014,Home and Tools,male,1,0,1,0,29,10
A2M4DQLI8NLWJD,caleb,0,1,I got three packs of these in each pack there was one or two bulbs that were completed different than any other in the set.  The different ones seemed quite a bit cheaper with a shorter light coil on them.Let alone the fact that they seem quite a lot dimmer than a regular 100 watt bulb.,1,mismatched bulbs,1389744000,1,2014,Home and Tools,male,0.99,0,1,0,56,2
A2CF31QN1LZOPK,cesar,0,1,Is what i was looking forThat honly reason that i put forStar because i got late on time,4,late on time,1389052800,1,2014,Home and Tools,male,1,0,1,0,18,3
A32GW1R9MW0XOH,chuck,0,1,I bought this to fill a hole in my drill box.  It is the correct size and looks like a fine drill.  I have not actually used it but I am tired of seeing it on the list of things I need to review.,5,Correct Size,1389312000,1,2014,Home and Tools,male,0.99,0,1,0,44,2
A3S4DSH9U7KVQK,chuck,0,3,"The products, even though they are totally over priced, are very nice. On the other hand, the sales staff are the pits!!  They are rude, uncaring, unhelpful and only concerned in getting your money.  This one place in Frederiksberg you should avoid!!",1,"Rude, unhelpful sales staff!!",1388707200,1,2014,Home and Tools,male,0.99,0,1,0,42,4
A2K8Q1WNQAAAOB,clark,0,1,"You used to be able to buy these at Menards or Lowes. Now you have to order then online. This is a particularly cheap set. You have to assemble the bottom half to the upper half after you beat them together with a hammer. The screws' heads strip out quickly. One of bumpers split in half while I was trying to get it on. You get what you pay for, I guess.",1,Cheaply made,1388966400,1,2014,Home and Tools,male,1,0,1,0,72,2
A13XZMQMQQQ5SA,craig,0,1,"I purchased a Craftsman Professional 27-gallon vertical compressor, with the American-made Devilbiss tank, which has suited my needs beautifully.  Of course, the manual states you should change the compressor oil every 6 months or so and in small print on another page, they say you MUST use a synthetic compressor oil.  Bummer.  All that Sears sells is dino oil and I bought four bottles of it on sale because the showroom rep told me I'd need it.  Realizing he sold me what literally amounted to snake oil, I took the bottles back to Sears and after arguing the point with a manager, got a store credit.  Fine, whatever.  Off to the internet, and of course, Amazon didn't let me down.  I found the DeWalt synthetic, did an oil change (and an air tank petcock change while I was at it).  The old oil was original and had tiny metal flakes in it (probably because I had to top 4 oz off with the dino stuff during break-in).  With a full tank of new DeWalt synthetic oil, the compressor runs like a WHISPER!  I thought it was quiet before, but WOW!  It's just a lovely putt-putt-putt-putt-putt when it's running now.  I couldn't be happier.  Pricey?  Yes.  Worth it?  Absolutely.  :-)",5,Best synthetic compressor oil on the market!,1391126400,1,2014,Home and Tools,male,1,0,1,0,209,7
A1IUWZQF0JQ62L,craig,0,4,NEEDED SIZE WASN'T AVAILABLE AT TIME OF ORDERING.Size supplied wasn't large enough.A I HAVEN'T USED THE GLOVES AS THEY DON'T FIT. Other manufacturers have a variety of gloves that fit.All that was available was the large size and I need the extra large size.,1,NEEDED EXTRA LARGE SIZE WASN'T AVAILABLE ON AMAZON,1389571200,1,2014,Home and Tools,male,1,0,1,0,44,8
AW8BJZBMXZWH5,craig,0,1,"After 5-6 Hours Of Labor Intensive Work And Missing 3 Bolts, Along With A Superficial Crack In One Side Of The Router Table. The Hardware Part Numbers Did Not Match Directions And No Miter Gauge Included? Was A Dissapointment! When Finished Setting Up Router Table It Looks Like A Quality Product, Although For All The Hassle Was It Worth The Money?We'll See.",4,"No Miter Guage, Are You Kidding?",1390867200,1,2014,Home and Tools,male,1,0,1,0,62,6
A2Y1Y08ANUZ091,david,0,2,I didn't realize this switch does not work with cfl bulbs so I had to retun it.  The return was easy.,2,had to return it,1391126400,1,2014,Home and Tools,male,1,0,1,0,21,4
A2OT5UW4ADG05A,david,0,1,This is a good quality project box.  The sides are sturdy and the lid attaches securely.  I am very happy.,5,"Nice, simple project box",1390435200,1,2014,Home and Tools,male,1,0,1,0,20,4
A1BVXZOEDCB644,david,0,5,"The name of the unit is P3 INTERNATIONAL. This would indicate that it can be used anywhere in the world.  However, it can only be used with voltage up to 125 VAC.  I purchased this for overseas use.  I wasted my money because of the false name.",1,Deceptive name,1390780800,1,2014,Home and Tools,male,1,0,1,0,47,2
A3HL3WZJS86F9N,david,0,3,I am sure this is a nice doorknob for the right door. It does not fit my door though. Was looking more for an indoor doorknob. This one is designed for exterior facing doors.,2,Wrong doorknob,1389225600,1,2014,Home and Tools,male,1,0,1,0,34,2
A15TYOEWBQYF0X,david,0,1,"I bought a few of these to give a Christmas gifts and kept one for myself.Pros:  It didn't cost much and was compact in size.  I like the ease of inserting bits and the forward and reverse controls.Cons:  This thing has almost NO power at all.  It is good for removing screws that are not long or well-torqued.  Otherwise, you will need to get out the old screwdriver in your tool box.  In other words, it is almost worthless.  Kind of like a pencil without lead.  It looks like a screwdriver, sounds like a screwdriver, but doesn't work like a screwdriver.  Like I said, you get what you pay for and I shouldn't have expected more than what it was.Don't buy this if you really need to use it.",1,You get what you pay for,1389398400,1,2014,Home and Tools,male,1,0,1,0,129,6
ABW7920SZ68UN,edwin,0,1,Item arrived damaged.  Three of the five shelves are significantly bent and a number of plastic pieces were broken.  I have ordered a replacement.,1,Item arrived damaged,1388707200,1,2014,Home and Tools,male,1,0,1,0,24,3
A3FFCJZNVAHYAP,frank,0,1,"We had an issue with my old thermostat, the variety of line pole t-stats is very slim. So after purchasing 3 incorrect ones I finally had an electrician friend walk me through which one to purchase. Turns out I needed a 120 volt line pole which is even a slimmer choice. So I purchased this LUX brand. I can only agree that only the fires of hell would be hot enough to have this piece of crap turn off, we either had insane heat or nothing at all. It was not at all accurate, I had to turn the knob to under 55 to turn it off or over 75 to turn on heat.DO NOT WASTE YOUR MONEYBuy a Honeywell",1,Biggest piece of crap I ever purchased,1389916800,1,2014,Home and Tools,male,1,0,1,0,120,7
A5GTQ6UMVPXJP,harry,0,1,"It hasn't worked out well.  I used it on the mirror, the scraches are too deep to buff out.  I will try again some other day.",5,Loved the tool,1390867200,1,2014,Home and Tools,male,0.99,0,1,0,26,3
A1NM595J8ZU513,james,0,1,Cant go wrong with Stanley. basic tools at a basic price. everybody needs screw drivers around. great for kitchen drawer,5,Stanley,1389571200,1,2014,Home and Tools,male,0.99,0,1,0,20,1
ACFP3X8QITX3W,james,0,1,"... an inexpensive choice for a sticky or contrary drill chuck.  For me it beats buying a cheap foreign made replacement drill and getting what I paid for.  It should give my old Craftsman 3/8&#34; variable speed drill another 100,000 miles or so... if I don't burn out the armature, again!",5,A good product for...,1390176000,1,2014,Home and Tools,male,0.99,0,1,0,51,4
A2P7M6GVUMYHJM,james,0,2,"If you want to know, this will tell you.  Piss on the requirements.  If you're considering this, just buy it.",5,Does what it says,1388534400,1,2014,Home and Tools,male,0.99,0,1,0,20,4
A2668XV79QDJOF,james,0,1,Would have preferred one made in the U.S.. Time will tell if this knife holds up. Next time I will definitely look for the made in U.S. label.,4,Nice Knife,1390003200,1,2014,Home and Tools,male,0.99,0,1,0,28,2
A200JTN9BVHG0P,jimmy,0,1,It did'nt come with any instructions so i don't know if the filter i have is expired or not other then that it seems like a great mask it hasa water straw to drink from inside the mask and fits me well i will give it 4 stars for not having any instructions and for not knowing if the filter is expired or not.,4,It did'nt come with instructions !!!!,1390867200,1,2014,Home and Tools,male,1,0,1,0,64,6
A23II38H71ZUJE,keith,0,1,"I have been an Electrician since 1974 and used these in Az. where I lived and loved them becaust they were the first to come out with no hum fan controls. Well I just moved to Ark. to be by my grandchildren and nobody carries these. So I went online and found the exact same brand that I was paying 25 dollars at the supply house for half of that. I've installed 4 of them and they are the exact ones i used to get, and work beautifully. Besides that they were shipped right to my door for free. That's what I call a bargain!!!",5,Great speed control for an inexpensive price,1389052800,1,2014,Home and Tools,male,0.99,0,1,0,105,7
A28BVUB3LUVVUV,kevin,0,1,Very nice tool. I use it everyday! Lost without it! Only thing it needs is a expandable lounge chair. A beer cooler and high def tv.,5,What I expected.,1389744000,1,2014,Home and Tools,male,1,0,1,0,26,3
A1UXFCRSV65BKX,mario,0,1,"I bought this multitool for my deployment. It is solid, well built and very convenient in most of the cases. Though, I have had several occasions when I couldn't use it. I was slightly let down by it when I needed to open metal cans. Usually, beer bottle opener part is paired with can opener. But not in this tool. So, this is byfar the biggest con. Everything else is perfect.",4,"Useful, but lacks one thing",1389484800,1,2014,Home and Tools,male,0.99,0,1,0,71,5
A3Q9R6ZJ0UU0PZ,ralph,0,1,great tool to have if not I would have to go to the dealer easy to use would recommend to have this tool,5,radiator hose remaval tool,1390003200,1,2014,Home and Tools,male,1,0,1,0,23,4
A2KHX70CGKQOM0,roger,0,1,"This grinder has plenty of power for small stuff in the shop. I would of got a 8 inch for bigger projects, but for what I need it's perfect. I also dressed the wheels the first time I started it  just incase the wheels were out of balance and I didn't want to ruin the grinder.",5,Be smarter than the tool,1389139200,1,2014,Home and Tools,male,1,0,1,0,56,5
A2QR9IXLMIDL5U,trent,0,1,"It's wire, have yet to you it so can't say anything but it showed up when it was supposed to and it's cheaper then anywhere else",5,Cheap cost,1389916800,1,2014,Home and Tools,male,1,0,1,0,26,2
A31YQ910XU5PKP,wizzy,0,4,i WAS  LOOKING FOR A  LOCK FOR  MY STORAGE  SHED . THESE  LOCKS ARE  FOR  SUITCASES . I HAVE  NO USE FOR THEM,2,AD  WAS MISLEADING,1389657600,1,2014,Home and Tools,male,1,0,1,0,23,3
A3RT55T529EYK1,wyatt,0,10,"This tool didn't work at all, a total waste of money, all it bought me was frustration.  I ended up having to buy an impact wrench anyway and the impact wrench didn't cast much more than this joke of a tool.",1,"Forget this tool, buy an Impact wrench",1390521600,1,2014,Home and Tools,male,1,0,1,0,41,7
A2DN0XWOZXBTMS,conrad,0,1,Lenox is made here in the USA. Quality steel. China blades are junk unless you just want to use them once. I need not say more.,5,Great blade,1389398400,1,2014,Home and Tools,male,1,0,1,0,26,2
A2HVCVKHNU4I8H,conrad,0,1,"The filter itself is great, if you actually get the right 6-pack of filters. By mistake, I chose Clear View Movies instead of Amazon as the seller/shipper. I think I clicked &#34;add&#34; from the main item page, so it would seem that Clear View Movies may have been the default. This is strange because the prices were exactly the same. Clear View Movies sent me 3 two-packs of the &#34;Allergen Plus&#34; filters all shrink-wrapped together. They even put their own barcode sticker on the outside of the shrink-wrap with the correct model name including &#34;Filtrete Ultra Allergen&#34;. I guess they thought this would fool me? Needless to say, I am returning these and getting the one sold/shipped by Amazon.",1,Clear View Movies sent me a cheaper Filtrete model (3 two packs). I could have gotten those cheaper at Home Depot!,1389312000,1,2014,Home and Tools,male,1,0,1,0,119,21
A36O2VT5XYO0GM,daniel,0,1,"i have two, i don't use them often though. they do remove stock fast while sharp but they lack control and even in the roughing process they can get away from you and really screw up your piece.use with care. don't buy it if you're 'excited' about it, or just have to have it. go eat some ice cream until the need to buy materialistic 'new toys' goes away. and it is just another new toy for most people. the next slap chop or shamwow. it has some uses but mostly stays on the shelf. if you do big sculpture it might help but then again you should have a chainsaw with big and small bars made for that kind of work.",3,these are interesting tools...,1391126400,1,2014,Home and Tools,male,1,0,1,0,122,4
A22JS7HXKJ8SZO,dennis,0,1,"For a low cost gun, this performs just fine.  It has sufficient leverage to squeeze self leveling caulk, which the locally purchased gun did not.",4,Works just fine.,1388966400,1,2014,Home and Tools,male,0.99,0,1,0,25,3
ACGSVLZ3IYOQW,donald,0,2,"I've been using one of these for almost a year now and so far no problem - that I know about. Especially, no false alarms like the old one it replaced did every time I boiled water in a pot.Only thing is - I don't know of any way to test that it's actually working. Goes off with the &#34;test&#34; button, but that doesn't prove it would actually detect smoke. I'd feel better if I got an occasional false alarm.",4,As far as I can tell it's working fine.,1389312000,1,2014,Home and Tools,male,1,0,1,0,80,9
A1ECVMYOR12TDJ,donald,0,2,WE HAVE THE SAME LAST NAME AND THE HERON IS A GOOD FAMILY GIFT WOULD LIKE MORE  AS THE YEARS GO FORWARD TO GIVE TO FAMILY AS IT GROWS,5,Just WHAT I WANTED,1389225600,1,2014,Home and Tools,male,1,0,1,0,29,4
A3T5TTXEC3L07O,gerald,0,1,"wonderfull tool, however, this unit arrived with a rusted blade, but it cuts (shaves) just like it should and effortlessly",5,it works just like it should,1388707200,1,2014,Home and Tools,male,0.99,0,1,0,20,6
A19VXJLQEW0N4N,harold,0,2,"I tried to order the right item, but this is not the right product.I reseach the item but ended with wrong item, not happy!",1,more junk,1388880000,1,2014,Home and Tools,male,1,0,1,0,24,2
A2MLAEVFYP1DOQ,joseph,0,1,"Looks good. Price was excellent, for the money it was better than going to local hardware store. O have not used it yet, since it was too late in season to install it.",4,Arrived on time,1388620800,1,2014,Home and Tools,male,0.99,0,1,0,33,3
A2LGWN5GF436D9,joseph,0,1,I bought these to replace other gloves that were developing holes. These gloves are plenty thick to handle wood/logs and doing leaves in the fall. The gloves have held up great.,5,Great Gloves for Outside Use,1389571200,1,2014,Home and Tools,male,0.99,0,1,0,31,5
AECU7JPEM37N9,joshua,0,2,"I was really looking forward to using a high quality saw blade in my 12&#34; miter saw, but I was very disappointed. My first cut didn't make a clean pass. After double checking the depth adjustment, I removed the saw blade and compared it to my old blade -- it was 1/4&#34; off in diameter! I can't use an 11.75&#34; saw blade in a 12&#34; miter saw!I'm sure I just got a defective blade, but I sent the company an email and haven't received a response yet.I've never had this problem before.....",1,"Very confused, Diameter measures 11.75""?",1388620800,1,2014,Home and Tools,male,0.99,0,1,0,92,5
A1RW1ZNVP20A73,nathan,0,1,This is great and I'm going to look into more of their products shortly. I bought this on a whim because I needed to spend a little more to cover free shipping on another item.  This item is super thing and bends easy.  It would be nice to have one sturdy enough to keep in my bag.,4,Great Tool,1390867200,1,2014,Home and Tools,male,1,0,1,0,57,2
A3A3TH6UYXA97W,nathan,0,1,These are fantastically comfortable gloves at a very reasonable price. I wear them all the time in the shop and they fit my gorilla paws nicely and the padding on the palm keeps my hands from ending up bruised and cut up.,5,Best Gloves. Great Deal.,1390262400,1,2014,Home and Tools,male,1,0,1,0,42,4
A134WFC12488YZ,nathan,0,1,"I have been using these at my house for the past 4 years, and I believe they do an very good job of removing some of the dust and other floating particles while our handler is pulling air through.  It's not perfect, but I've had A/C techs advise me this filter is the best balance of allowing passage of the air while still filtering enough of the allergens.  I still have allergies during some seasons, but that's just Florida.  I would recommend this product.",4,Only kind of filter I use,1390694400,1,2014,Home and Tools,male,1,0,1,0,84,6
A1XNWK8SNKE1A4,robert,0,1,The bits are of good quality. The case is nice.  I dont have much more to say except word word.,5,Quality bits,1388534400,1,2014,Home and Tools,male,1,0,1,0,20,2
AHPVZSQUGHVQI,robert,0,1,the product was exactly what it appeared in the picture I have been looking for that quality I have a trail for my arched doorway for some time and I am glad that you had it for me to buy. Thank you,5,a great product for weather stripping around your door,1389484800,1,2014,Home and Tools,male,1,0,1,0,42,9
A2TVQNEI2Q7J05,robert,0,1,"Dewalt...made in Taiwan? I like to buy tools made in America where you are somewhat assured of the item being a quality tool. I could not find any of these &#34;Big Name&#34; torx bit sets made in USA so, so far I haven't broken any of these,but...",4,Seem OK,1390089600,1,2014,Home and Tools,male,1,0,1,0,47,2
AVDQ8MQRHBJVV,samuel,0,4,"The sole reason I purchased this sink was that it claims in its details that it fits both 6&#34; and 8&#34; holes. It does not. I called Delta and they said the details on the Amazon site are incorrect. I finally found an appropriate faucet on another site. Thankfully,  Amazon has an excellent return policy.",1,"Does not fit 6"" holes. Is not adjustable.",1389052800,1,2014,Home and Tools,male,1,0,1,0,55,8
A1UA7LDY1NWQU8,samuel,0,2,"I never know what to say. I ordered it,it came I'm pleased that it was what I ordered.,you got paid I'm happy your happy.",5,happy,1388966400,1,2014,Home and Tools,male,1,0,1,0,24,1
AO18X60E0Q4QX,sergio,0,1,Best price for a top brand tool . Looked at diffrant places for this same tool and everyone wanted more,5,Good deal Amazon,1389657600,1,2014,Home and Tools,male,1,0,1,0,20,3
A3A0VWP9PGZFFO,steven,0,1,"It is too bad GE didn't think this through. Why wouldn't we want a dimmable unit instead of on/off only?If that's all you want, on/off, then you'll like this very much. Very sturdy and able to control up to 9 items.If you need a dimming remote, this is not for you and don't buy it, you'll end up returning it as I am.",2,Works well but doesn't dim. Only on and off,1388534400,1,2014,Home and Tools,male,1,0,1,0,63,9
A3A0VWP9PGZFFO,steven,0,2,"If you want an on and off unit. this system is great. But if you want dimming with on and off, this doesn't do that  and you can't make it do that.So I have to return mine. Too bad because it's a sturdy unit.",2,Doesn't dim. Only on and off,1388534400,1,2014,Home and Tools,male,1,0,1,0,44,6
A0894683NEUTL6GLXCFM,thomas,0,1,less then what i expected....just plain cheap ...for example when i fold the sheep foot it hits the knife structure where is the quality??!??!!?... otherwise ok.,2,well it's ok,1389484800,1,2014,Home and Tools,male,1,0,1,0,26,3
A3HLSUC7PWMH40,vishal,0,1,Good quality. Does what its supposed to do very well. Works well with the dewalt nail gun i ordered with it. Good quality.,5,Great!,1389052800,1,2014,Home and Tools,male,1,0,1,0,23,1
AWN1K94SP4MP4,wesley,0,1,I am very pleased with my set set of ratcheting wrenches they are well built and everything I expected from a company such as Gear Wrench. I look forward to many years of service from them and I know they will stand up to working on any car or truck.,5,I have been looking for a set of ratcheting wrenches for sometime look everywhere but they were to much then I found this set,1390694400,1,2014,Home and Tools,male,1,0,1,0,50,24
A2CGLUIBRSDFPS,bradley,0,1,"It fit all the other sockets in our house, but not the one we bought it for.  We have one of these fancy high tech sockets in our bathroom with a test and reset button, and the sockets are just slightly further apart than normal.  This only fits the standard two socket configuration, and not this type of socket.  Too bad, otherwise it's nice.",5,"nice, but didn't fit our bathroom socket.",1390608000,1,2014,Home and Tools,male,1,0,1,0,64,7
A1UYF2TKBPLN3N,charles,0,1,"These gloves did not meet my expectations at all in the cold, they are listed as winter gloves but when ever the wind blows you can feel it right through them.",1,Bad!,1390348800,1,2014,Home and Tools,male,1,0,1,0,31,1
